OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Sales,Profit
O011663,2023-12-02,C03136,P0119,4,957.4,0.05,3638.12,1078.12
O011664,2023-07-29,C04426,P0037,2,6426.24,0.2,10281.98,2133.98
O011665,2024-07-13,C03492,P0251,5,5089.71,0.2,20358.84,3703.84
O011666,2024-09-17,C03848,P0151,3,4226.34,0.15,10777.17,2470.17
O011667,2024-06-06,C03026,P0314,3,7275.35,0.15,18552.14,3603.14
O011668,2023-08-09,C03386,P0284,3,6876.74,0.2,16504.18,3205.18
O011669,2024-08-04,C03763,P0407,1,520.55,0.15,442.47,135.47
O011670,2023-04-17,C04442,P0003,5,6127.9,0.2,24511.6,4656.6
O011671,2024-08-31,C01050,P0039,2,3860.33,0.05,7334.63,3420.63
O011672,2023-09-19,C04849,P0272,3,1238.38,0.2,2972.11,1013.11
O011673,2024-10-29,C03996,P0441,5,2856.82,0.15,12141.48,1746.48
O011674,2024-05-29,C04343,P0389,5,2267.69,0.15,9637.68,1802.68
O011675,2023-06-22,C03309,P0264,3,3014.97,0.0,9044.91,2585.91
O011676,2023-04-28,C03860,P0036,2,2145.54,0.15,3647.42,205.42
O011677,2024-12-04,C02574,P0340,3,3840.46,0.1,10369.24,3688.24
O011678,2024-07-23,C02472,P0217,1,6717.51,0.05,6381.63,2482.63
O011679,2023-03-20,C02607,P0448,4,4063.56,0.0,16254.24,2826.24
O011680,2024-09-22,C03600,P0425,5,2258.11,0.15,9596.97,1531.97
O011681,2024-07-13,C02521,P0024,1,4839.78,0.0,4839.78,889.78
O011682,2024-04-29,C00884,P0224,5,3235.75,0.05,15369.81,5454.81
O011683,2023-02-15,C03319,P0417,5,524.98,0.0,2624.9,514.9
O011684,2024-11-01,C02603,P0220,3,5088.81,0.2,12213.14,2472.14
O011685,2023-09-19,C03945,P0373,3,3507.4,0.1,9469.98,2068.98
O011686,2024-11-20,C01995,P0094,3,4793.63,0.05,13661.85,6035.85
O011687,2023-05-18,C03207,P0488,2,4460.06,0.15,7582.1,1552.1
O011688,2024-07-30,C03865,P0088,1,2498.96,0.0,2498.96,1235.96
O011689,2023-01-08,C04966,P0267,3,4725.06,0.0,14175.18,2931.18
O011690,2024-02-16,C04603,P0400,5,4758.9,0.05,22604.78,5824.78
O011691,2024-10-17,C03595,P0412,3,3586.08,0.2,8606.59,2999.59
O011692,2024-01-01,C04242,P0304,2,3695.91,0.1,6652.64,770.64
O011693,2023-06-26,C04326,P0172,1,6583.84,0.15,5596.26,1024.26
O011694,2024-06-29,C01233,P0084,1,2009.73,0.0,2009.73,940.73
O011695,2024-10-30,C02934,P0421,5,4059.82,0.2,16239.28,3814.28
O011696,2023-04-20,C01407,P0200,4,6279.08,0.1,22604.69,7948.69
O011697,2023-06-19,C00213,P0446,3,6556.17,0.15,16718.23,2588.23
O011698,2023-11-30,C02084,P0431,2,4278.8,0.1,7701.84,1329.84
O011699,2023-03-22,C03345,P0187,4,5616.39,0.05,21342.28,9074.28
O011700,2023-10-22,C01327,P0243,3,2613.46,0.1,7056.34,2307.34
O011701,2024-05-19,C00400,P0024,5,6505.0,0.0,32525.0,12775.0
O011702,2024-12-29,C01846,P0478,2,4766.37,0.15,8102.83,850.83
O011703,2023-02-11,C03925,P0467,1,8012.2,0.2,6409.76,1619.76
O011704,2024-04-07,C02483,P0094,2,3960.52,0.15,6732.88,1648.88
O011705,2023-06-24,C03815,P0189,2,1737.08,0.0,3474.16,740.16
O011706,2024-04-10,C04223,P0240,3,7398.13,0.05,21084.67,8418.67
O011707,2023-08-13,C02572,P0134,3,1288.43,0.2,3092.23,1043.23
O011708,2023-11-18,C03128,P0206,2,1840.45,0.2,2944.72,430.72
O011709,2024-11-14,C03681,P0474,1,8274.62,0.1,7447.16,2734.16
O011710,2023-10-08,C03299,P0269,1,3050.9,0.2,2440.72,646.72
O011711,2023-09-29,C01362,P0018,1,1672.58,0.15,1421.69,455.69
O011712,2023-05-18,C03373,P0260,4,899.07,0.15,3056.84,1160.84
O011713,2024-06-18,C03103,P0257,2,7759.35,0.2,12414.96,3122.96
O011714,2024-06-21,C02051,P0377,5,9548.95,0.0,47744.75,23609.75
O011715,2024-03-25,C04951,P0311,5,4637.35,0.0,23186.75,5561.75
O011716,2023-11-28,C01084,P0358,4,7361.6,0.0,29446.4,13818.4
O011717,2024-07-02,C04644,P0487,5,5011.53,0.1,22551.88,9611.88
O011718,2023-09-15,C00744,P0188,4,4441.5,0.0,17766.0,8862.0
O011719,2024-04-24,C00610,P0166,2,3170.55,0.15,5389.94,1147.94
O011720,2024-05-04,C00711,P0337,4,545.91,0.15,1856.09,552.09
O011721,2023-10-05,C03283,P0183,2,5450.08,0.1,9810.14,1456.14
O011722,2024-05-12,C00270,P0083,5,5569.54,0.0,27847.7,9452.7
O011723,2023-08-08,C03470,P0078,1,352.63,0.15,299.74,36.74
O011724,2024-07-17,C03670,P0340,4,4167.41,0.05,15836.16,6928.16
O011725,2023-06-09,C04015,P0178,1,1781.87,0.0,1781.87,584.87
O011726,2023-07-04,C04853,P0045,1,239.02,0.15,203.17,46.17
O011727,2024-06-18,C00662,P0316,5,5448.3,0.15,23155.28,5085.28
O011728,2023-06-23,C04202,P0330,2,4551.61,0.1,8192.9,2438.9
O011729,2024-10-31,C02903,P0213,5,6394.41,0.0,31972.05,12607.05
O011730,2023-11-29,C00944,P0105,3,5853.48,0.2,14048.35,905.35
O011731,2024-10-07,C01547,P0480,3,5453.44,0.0,16360.32,4939.32
O011732,2024-08-11,C03031,P0390,4,3262.55,0.2,10440.16,3908.16
O011733,2024-09-15,C04416,P0354,3,7895.29,0.2,18948.7,6801.7
O011734,2024-09-30,C03058,P0388,2,9713.47,0.0,19426.94,9650.94
O011735,2023-07-13,C04604,P0419,1,326.56,0.05,310.23,122.23
O011736,2023-05-10,C02757,P0038,1,5568.67,0.1,5011.8,2136.8
O011737,2023-08-04,C03228,P0355,1,1497.23,0.1,1347.51,401.51
O011738,2023-12-21,C04479,P0391,3,672.38,0.2,1613.71,587.71
O011739,2023-01-15,C02459,P0290,4,486.29,0.1,1750.64,362.64
O011740,2023-09-22,C04189,P0321,3,3965.08,0.05,11300.48,3095.48
O011741,2024-12-02,C03576,P0336,1,9248.72,0.1,8323.85,3417.85
O011742,2024-02-19,C01791,P0009,3,255.69,0.0,767.07,383.07
O011743,2023-10-22,C01915,P0076,2,4282.4,0.15,7280.08,554.08
O011744,2023-03-05,C00290,P0278,1,6354.93,0.0,6354.93,2356.93
O011745,2023-01-17,C01470,P0103,2,4236.85,0.2,6778.96,616.96
O011746,2023-09-30,C00015,P0492,3,4495.27,0.15,11462.94,4655.94
O011747,2024-03-11,C03015,P0248,2,1959.52,0.0,3919.04,889.04
O011748,2023-01-27,C04172,P0305,4,374.89,0.2,1199.65,-32.35
O011749,2024-08-30,C01200,P0180,5,8979.91,0.15,38164.62,13409.62
O011750,2024-11-13,C00355,P0203,1,6420.94,0.2,5136.75,1573.75
O011751,2023-02-23,C01240,P0249,5,3604.93,0.15,15320.95,1210.95
O011752,2023-01-12,C04063,P0385,5,9214.34,0.2,36857.36,12662.36
O011753,2023-06-03,C04859,P0112,4,3546.53,0.1,12767.51,5091.51
O011754,2023-01-19,C02579,P0260,1,749.82,0.05,712.33,238.33
O011755,2024-04-18,C03716,P0270,5,2495.14,0.15,10604.34,4214.34
O011756,2024-03-09,C00012,P0385,2,6393.37,0.2,10229.39,551.39
O011757,2023-10-13,C00825,P0088,4,2455.99,0.05,9332.76,4280.76
O011758,2024-12-14,C02234,P0312,5,1141.34,0.2,4565.36,635.36
O011759,2023-11-29,C01971,P0306,4,8705.76,0.0,34823.04,17227.04
O011760,2024-07-22,C03045,P0421,1,3071.08,0.1,2763.97,278.97
O011761,2023-03-11,C02573,P0132,3,1673.37,0.2,4016.09,1238.09
O011762,2023-03-11,C04130,P0490,3,8613.72,0.1,23257.04,8506.04
O011763,2023-06-22,C01295,P0231,4,5011.63,0.2,16037.22,5581.22
O011764,2024-09-09,C00545,P0271,1,5279.89,0.0,5279.89,1262.89
O011765,2024-05-09,C03146,P0013,3,735.51,0.0,2206.53,526.53
O011766,2023-03-03,C04666,P0449,1,4450.03,0.15,3782.53,1019.53
O011767,2024-12-16,C02028,P0437,5,7278.03,0.05,34570.64,11005.64
O011768,2023-03-11,C03196,P0065,4,1875.21,0.0,7500.84,1784.84
O011769,2023-09-23,C02489,P0013,4,786.36,0.1,2830.9,590.9
O011770,2023-05-18,C03301,P0361,4,4531.41,0.05,17219.36,2863.36
O011771,2024-12-22,C04921,P0101,3,3092.41,0.2,7421.78,1775.78
O011772,2023-04-03,C00682,P0442,4,6353.97,0.2,20332.7,1740.7
O011773,2023-11-07,C04475,P0253,2,4128.1,0.0,8256.2,1458.2
O011774,2024-01-16,C03043,P0428,2,3057.11,0.05,5808.51,2602.51
O011775,2023-09-09,C04161,P0342,4,2616.13,0.1,9418.07,3090.07
O011776,2023-01-08,C02525,P0425,5,3049.57,0.05,14485.46,6420.46
O011777,2024-07-05,C03347,P0233,3,7308.36,0.0,21925.08,8599.08
O011778,2023-10-16,C00197,P0263,4,6334.81,0.05,24072.28,9628.28
O011779,2024-01-23,C00520,P0284,1,6315.25,0.15,5367.96,934.96
O011780,2023-02-05,C02269,P0445,1,2347.8,0.0,2347.8,426.8
O011781,2024-08-09,C03716,P0208,4,5990.49,0.0,23961.96,11829.96
O011782,2024-01-20,C04834,P0337,3,585.05,0.0,1755.15,777.15
O011783,2023-06-02,C02076,P0363,1,6701.23,0.05,6366.17,2238.17
O011784,2023-11-29,C00162,P0104,5,843.34,0.15,3584.2,1184.2
O011785,2023-04-26,C04156,P0015,2,7857.99,0.15,13358.58,5492.58
O011786,2024-07-20,C01695,P0299,3,4219.74,0.0,12659.22,4136.22
O011787,2024-01-07,C03506,P0360,1,6784.59,0.2,5427.67,1313.67
O011788,2023-11-05,C00362,P0188,1,4382.02,0.15,3724.72,1498.72
O011789,2023-07-01,C03495,P0006,2,6678.16,0.0,13356.32,4498.32
O011790,2024-11-07,C00435,P0219,3,3835.1,0.05,10930.03,1744.03
O011791,2024-09-09,C00477,P0333,4,2660.01,0.2,8512.03,2912.03
O011792,2023-12-02,C01408,P0194,1,2556.52,0.0,2556.52,596.52
O011793,2024-10-30,C03963,P0292,2,5433.53,0.0,10867.06,2197.06
O011794,2024-07-13,C03807,P0352,5,2139.67,0.05,10163.43,2478.43
O011795,2024-11-30,C04789,P0314,4,6804.07,0.0,27216.28,7284.28
O011796,2024-10-27,C04117,P0142,4,2594.0,0.05,9857.2,1429.2
O011797,2024-08-26,C04844,P0036,2,3189.72,0.2,5103.55,1661.55
O011798,2024-04-17,C04974,P0289,4,5766.42,0.1,20759.11,7043.11
O011799,2024-01-12,C02742,P0447,2,576.24,0.15,979.61,247.61
O011800,2024-10-20,C03972,P0303,4,292.04,0.1,1051.34,455.34
O011801,2023-11-12,C00358,P0430,1,2909.37,0.2,2327.5,-62.5
O011802,2023-05-10,C03871,P0030,3,4254.61,0.15,10849.26,1108.26
O011803,2023-01-07,C03223,P0091,3,926.28,0.1,2500.96,853.96
O011804,2024-08-21,C00798,P0096,2,5237.21,0.1,9426.98,2864.98
O011805,2023-08-31,C03014,P0067,3,5792.55,0.05,16508.77,6608.77
O011806,2023-09-18,C03804,P0381,1,6174.16,0.2,4939.33,1769.33
O011807,2024-01-19,C04750,P0218,3,1642.16,0.05,4680.16,1371.16
O011808,2024-12-24,C01680,P0419,3,269.27,0.2,646.25,82.25
O011809,2024-06-05,C02390,P0487,3,4781.05,0.05,13625.99,5861.99
O011810,2023-09-23,C04146,P0173,3,1448.89,0.0,4346.67,2171.67
O011811,2023-07-27,C04296,P0372,1,1979.25,0.15,1682.36,648.36
O011812,2024-06-24,C00647,P0364,2,1440.91,0.1,2593.64,647.64
O011813,2023-08-05,C00901,P0315,4,7128.74,0.05,27089.21,11965.21
O011814,2023-01-12,C04801,P0487,2,5026.37,0.05,9550.1,4374.1
O011815,2023-04-21,C01311,P0466,3,2175.84,0.05,6201.14,1968.14
O011816,2024-05-19,C03108,P0426,1,4527.28,0.05,4300.92,815.92
O011817,2024-04-25,C00016,P0230,2,5284.34,0.15,8983.38,3573.38
O011818,2023-05-08,C03347,P0010,5,4927.18,0.05,23404.1,3589.1
O011819,2024-10-09,C00604,P0368,2,4504.06,0.1,8107.31,3083.31
O011820,2023-03-20,C02439,P0461,2,2498.1,0.05,4746.39,1958.39
O011821,2024-08-22,C03103,P0187,1,3868.34,0.2,3094.67,27.67
O011822,2023-08-10,C01716,P0438,1,4658.39,0.2,3726.71,1344.71
O011823,2024-08-06,C04892,P0159,1,6613.09,0.2,5290.47,1172.47
O011824,2023-02-17,C00909,P0194,2,3739.8,0.05,7105.62,3185.62
O011825,2023-07-12,C04881,P0131,5,2250.74,0.0,11253.7,4718.7
O011826,2023-03-26,C04872,P0417,5,778.31,0.2,3113.24,1003.24
O011827,2023-01-22,C03324,P0194,5,3233.62,0.15,13742.88,3942.88
O011828,2023-06-06,C02041,P0156,2,4304.71,0.2,6887.54,-202.46
O011829,2024-10-13,C03728,P0340,5,3676.87,0.2,14707.48,3572.48
O011830,2023-08-30,C04368,P0309,1,2844.2,0.1,2559.78,821.78
O011831,2024-03-07,C02288,P0134,2,1237.28,0.2,1979.65,613.65
O011832,2024-01-14,C00966,P0242,2,7671.44,0.05,14575.74,6855.74
O011833,2024-01-07,C03623,P0044,5,1717.49,0.0,8587.45,3747.45
O011834,2024-05-12,C03414,P0381,5,5134.53,0.15,21821.75,5971.75
O011835,2024-04-13,C04821,P0316,5,5596.31,0.0,27981.55,9911.55
O011836,2023-02-22,C02089,P0484,4,6278.03,0.2,20089.7,4825.7
O011837,2023-09-25,C01683,P0493,2,6979.81,0.15,11865.68,2059.68
O011838,2024-11-02,C01427,P0150,3,165.85,0.05,472.67,97.67
O011839,2024-10-10,C04335,P0203,3,6940.78,0.2,16657.87,5968.87
O011840,2023-01-29,C03274,P0148,4,1194.9,0.1,4301.64,929.64
O011841,2023-01-30,C04390,P0378,5,6248.11,0.15,26554.47,3389.47
O011842,2024-01-17,C01032,P0333,2,2326.03,0.15,3954.25,1154.25
O011843,2024-10-17,C04010,P0233,3,8826.07,0.05,25154.3,11828.3
O011844,2023-02-07,C04699,P0099,3,6630.04,0.2,15912.1,3810.1
O011845,2024-07-07,C04770,P0270,1,1841.52,0.15,1565.29,287.29
O011846,2024-02-16,C03718,P0158,5,2251.81,0.05,10696.1,3831.1
O011847,2023-04-21,C04156,P0435,2,6371.9,0.2,10195.04,2777.04
O011848,2024-01-01,C00430,P0374,3,4402.08,0.15,11225.3,4334.3
O011849,2023-04-20,C01186,P0214,5,2650.77,0.2,10603.08,1768.08
O011850,2023-10-05,C04209,P0155,3,5203.01,0.05,14828.58,2273.58
O011851,2023-10-11,C02579,P0115,5,4631.04,0.1,20839.68,8524.68
O011852,2024-08-03,C02636,P0245,3,707.82,0.15,1804.94,280.94
O011853,2024-03-02,C04608,P0324,2,986.44,0.05,1874.24,728.24
O011854,2024-11-29,C00362,P0153,2,1470.47,0.1,2646.85,506.85
O011855,2023-03-15,C01891,P0098,4,169.53,0.0,678.12,134.12
O011856,2024-01-22,C03774,P0473,4,3785.66,0.2,12114.11,1934.11
O011857,2023-11-10,C02529,P0013,4,1032.73,0.1,3717.83,1477.83
O011858,2024-11-14,C04764,P0150,4,188.9,0.2,604.48,104.48
O011859,2024-06-21,C01217,P0035,3,8736.38,0.0,26209.14,12751.14
O011860,2024-04-26,C02703,P0149,5,1592.19,0.1,7164.86,2839.86
O011861,2024-01-29,C00625,P0079,1,4072.37,0.0,4072.37,786.37
O011862,2023-06-30,C03398,P0002,1,363.87,0.0,363.87,78.87
O011863,2024-08-26,C00705,P0267,2,6472.66,0.1,11650.79,4154.79
O011864,2024-06-17,C00458,P0178,4,1447.42,0.1,5210.71,422.71
O011865,2023-07-02,C04041,P0295,3,9310.65,0.05,26535.35,11703.35
O011866,2023-01-24,C04196,P0039,5,3572.13,0.1,16074.58,6289.58
O011867,2023-08-08,C02187,P0485,5,2538.28,0.1,11422.26,4117.26
O011868,2024-06-30,C00236,P0121,4,355.96,0.1,1281.46,109.46
O011869,2024-06-30,C02707,P0101,5,3480.61,0.1,15662.74,6252.74
O011870,2024-06-29,C01089,P0017,4,6221.06,0.0,24884.24,10872.24
O011871,2024-03-26,C00579,P0329,1,6696.12,0.1,6026.51,1832.51
O011872,2023-05-14,C04678,P0449,3,4290.8,0.2,10297.92,2008.92
O011873,2024-09-04,C03252,P0039,4,3368.2,0.15,11451.88,3623.88
O011874,2024-08-17,C04757,P0024,1,6747.62,0.2,5398.1,1448.1
O011875,2024-10-25,C04776,P0485,4,2855.49,0.05,10850.86,5006.86
O011876,2024-09-22,C00361,P0032,1,5562.85,0.1,5006.57,965.57
O011877,2024-03-09,C01847,P0203,1,5601.48,0.1,5041.33,1478.33
O011878,2023-08-09,C04833,P0100,4,330.72,0.1,1190.59,474.59
O011879,2024-08-03,C02340,P0009,2,184.06,0.0,368.12,112.12
O011880,2023-12-12,C02692,P0323,4,4708.29,0.1,16949.84,1797.84
O011881,2023-07-31,C00905,P0177,1,1167.07,0.05,1108.72,202.72
O011882,2023-08-21,C01996,P0337,2,603.87,0.1,1086.97,434.97
O011883,2023-05-18,C00573,P0275,1,3583.6,0.15,3046.06,1241.06
O011884,2024-03-08,C01122,P0418,4,5111.96,0.2,16358.27,4738.27
O011885,2023-12-31,C03416,P0089,2,1062.7,0.2,1700.32,36.32
O011886,2023-05-29,C00302,P0404,2,1070.41,0.0,2140.82,948.82
O011887,2023-05-06,C01548,P0283,4,3608.77,0.0,14435.08,6899.08
O011888,2023-06-05,C00044,P0328,3,6996.41,0.1,18890.31,7205.31
O011889,2023-08-02,C03605,P0075,4,3040.85,0.05,11555.23,2651.23
O011890,2024-12-24,C00533,P0399,1,1991.23,0.2,1592.98,-17.02
O011891,2024-12-05,C02515,P0478,3,5713.67,0.2,13712.81,2834.81
O011892,2023-02-02,C00898,P0109,5,2614.98,0.05,12421.16,3246.16
O011893,2023-01-19,C03637,P0088,3,2363.37,0.05,6735.6,2946.6
O011894,2024-02-06,C01206,P0072,1,5873.91,0.15,4992.82,375.82
O011895,2024-02-13,C00467,P0345,5,4545.16,0.05,21589.51,4609.51
O011896,2023-03-23,C04577,P0231,2,4690.78,0.0,9381.56,4153.56
O011897,2024-08-01,C00427,P0388,5,7999.59,0.1,35998.16,11558.16
O011898,2023-09-20,C04085,P0115,4,4552.65,0.15,15479.01,5627.01
O011899,2024-05-30,C04184,P0023,1,1654.54,0.0,1654.54,645.54
O011900,2023-04-16,C00186,P0388,2,7676.78,0.1,13818.2,4042.2
O011901,2023-10-05,C04255,P0214,2,3180.7,0.2,5089.12,1555.12
O011902,2024-07-27,C01283,P0019,5,4801.58,0.2,19206.32,1231.32
O011903,2023-10-04,C00331,P0442,2,7313.67,0.05,13895.97,4599.97
O011904,2024-03-18,C04686,P0265,2,2229.29,0.1,4012.72,1584.72
O011905,2024-06-28,C01029,P0106,2,3312.64,0.0,6625.28,2199.28
O011906,2023-07-21,C02462,P0371,5,4788.21,0.2,19152.84,3417.84
O011907,2023-08-25,C02182,P0297,3,3076.63,0.15,7845.41,3213.41
O011908,2023-04-24,C00656,P0148,4,1204.18,0.15,4094.21,722.21
O011909,2023-07-09,C02887,P0153,3,1997.91,0.15,5094.67,1884.67
O011910,2024-09-01,C01570,P0431,4,4496.4,0.15,15287.76,2543.76
O011911,2024-07-06,C02247,P0149,2,1123.76,0.2,1798.02,68.02
O011912,2023-09-11,C02889,P0163,1,1710.69,0.05,1625.16,524.16
O011913,2023-04-16,C04150,P0297,2,2376.47,0.2,3802.35,714.35
O011914,2023-12-30,C04932,P0226,2,1069.31,0.1,1924.76,722.76
O011915,2023-08-13,C04277,P0053,3,7629.33,0.05,21743.59,10004.59
O011916,2024-04-07,C00106,P0404,4,832.1,0.2,2662.72,278.72
O011917,2023-10-05,C02757,P0381,4,5487.61,0.0,21950.44,9270.44
O011918,2024-07-07,C04151,P0267,1,5248.65,0.1,4723.78,975.78
O011919,2023-08-10,C04325,P0331,5,5614.77,0.0,28073.85,13473.85
O011920,2023-09-07,C01796,P0428,4,2269.87,0.05,8625.51,2213.51
O011921,2024-02-13,C01210,P0217,3,6436.41,0.0,19309.23,7612.23
O011922,2024-04-13,C01715,P0081,2,3932.27,0.2,6291.63,251.63
O011923,2023-09-24,C01036,P0299,4,4137.99,0.1,14896.76,3532.76
O011924,2023-10-17,C04338,P0293,5,6268.15,0.0,31340.75,9405.75
O011925,2024-12-02,C04558,P0301,2,2542.41,0.0,5084.82,1030.82
O011926,2024-12-13,C04475,P0167,5,7675.92,0.2,30703.68,7603.68
O011927,2024-02-22,C02637,P0168,5,4617.33,0.15,19623.65,5323.65
O011928,2024-02-20,C04082,P0126,1,892.49,0.2,713.99,2.99
O011929,2024-12-04,C02996,P0345,4,6557.91,0.15,22296.89,8712.89
O011930,2024-08-02,C04088,P0345,4,5630.04,0.2,18016.13,4432.13
O011931,2024-11-20,C03101,P0303,2,237.62,0.2,380.19,82.19
O011932,2024-12-21,C02459,P0263,2,5455.82,0.0,10911.64,3689.64
O011933,2023-02-12,C00376,P0275,4,3005.79,0.2,9618.53,2398.53
O011934,2024-09-05,C01323,P0297,5,2454.22,0.2,9816.88,2096.88
O011935,2024-11-05,C02603,P0133,2,5768.1,0.15,9805.77,3571.77
O011936,2024-12-17,C00270,P0198,5,4056.9,0.05,19270.27,6665.27
O011937,2023-04-21,C00598,P0411,2,417.0,0.0,834.0,318.0
O011938,2023-10-15,C01741,P0231,2,3981.26,0.05,7564.39,2336.39
O011939,2023-03-25,C04963,P0210,1,5968.31,0.05,5669.89,1952.89
O011940,2024-12-24,C00594,P0027,5,2584.16,0.05,12274.76,3469.76
O011941,2024-05-08,C02715,P0017,4,4934.33,0.15,16776.72,2764.72
O011942,2024-02-26,C02228,P0078,3,499.66,0.1,1349.08,560.08
O011943,2023-05-29,C03847,P0335,2,1300.78,0.05,2471.48,1011.48
O011944,2024-10-26,C03478,P0392,3,1919.52,0.1,5182.7,454.7
O011945,2024-06-17,C01377,P0202,4,3766.97,0.2,12054.3,2474.3
O011946,2023-01-12,C00399,P0304,3,4707.6,0.2,11298.24,2475.24
O011947,2024-05-05,C01394,P0095,3,2142.96,0.1,5785.99,1918.99
O011948,2023-05-11,C03815,P0161,3,6581.38,0.0,19744.14,5062.14
O011949,2023-08-18,C04309,P0133,5,6220.83,0.05,29548.94,13963.94
O011950,2024-11-08,C02920,P0280,3,2266.75,0.05,6460.24,2761.24
O011951,2023-10-31,C04017,P0458,4,3675.18,0.0,14700.72,6932.72
O011952,2023-07-17,C04386,P0392,2,2963.88,0.1,5334.98,2182.98
O011953,2023-05-06,C02323,P0327,5,8597.99,0.0,42989.95,18104.95
O011954,2023-07-02,C03044,P0444,2,8721.58,0.15,14826.69,5780.69
O011955,2024-07-19,C02516,P0077,3,6688.5,0.2,16052.4,4151.4
O011956,2024-02-17,C03159,P0456,3,1842.87,0.2,4422.89,1452.89
O011957,2024-05-18,C04045,P0114,5,2217.3,0.1,9977.85,3872.85
O011958,2023-08-28,C04844,P0431,2,5171.27,0.1,9308.29,2936.29
O011959,2023-06-30,C03045,P0136,4,5808.93,0.0,23235.72,7231.72
O011960,2023-03-29,C02939,P0298,2,690.64,0.05,1312.22,170.22
O011961,2024-10-10,C01692,P0244,3,5953.24,0.2,14287.78,4567.78
O011962,2023-07-01,C02488,P0166,1,3105.08,0.0,3105.08,984.08
O011963,2024-10-29,C01790,P0434,2,1354.43,0.15,2302.53,250.53
O011964,2023-08-31,C02384,P0087,1,4274.67,0.0,4274.67,1187.67
O011965,2023-03-02,C03199,P0223,2,6997.97,0.0,13995.94,5087.94
O011966,2024-09-22,C00825,P0414,4,5504.32,0.0,22017.28,8509.28
O011967,2024-08-09,C03029,P0020,4,462.22,0.05,1756.44,456.44
O011968,2023-12-01,C03564,P0290,2,571.96,0.1,1029.53,335.53
O011969,2023-07-13,C04374,P0398,3,2807.7,0.2,6738.48,-101.52
O011970,2023-02-08,C04794,P0063,2,6086.59,0.0,12173.18,5499.18
O011971,2023-11-03,C00799,P0138,5,6018.7,0.05,28588.82,5558.82
O011972,2023-05-05,C00798,P0461,3,2432.71,0.2,5838.5,1656.5
O011973,2023-04-14,C01653,P0378,2,5706.06,0.15,9700.3,434.3
O011974,2024-11-03,C00961,P0012,1,6329.84,0.1,5696.86,1763.86
O011975,2024-08-15,C03620,P0226,4,747.52,0.0,2990.08,586.08
O011976,2024-01-27,C04319,P0251,2,5083.24,0.0,10166.48,3504.48
O011977,2023-04-22,C01835,P0238,3,1381.16,0.1,3729.13,1638.13
O011978,2023-06-24,C04695,P0355,1,1520.61,0.05,1444.58,498.58
O011979,2024-08-13,C03685,P0293,3,5659.9,0.05,16130.71,2969.71
O011980,2023-05-11,C00914,P0410,3,4878.86,0.0,14636.58,2921.58
O011981,2023-05-04,C00457,P0319,2,3591.49,0.05,6823.83,1475.83
O011982,2024-07-07,C01393,P0042,2,5849.73,0.05,11114.49,4046.49
O011983,2023-05-04,C04238,P0488,3,5852.62,0.2,14046.29,5001.29
O011984,2023-08-28,C00604,P0494,3,6272.09,0.15,15993.83,6513.83
O011985,2023-04-13,C02990,P0480,3,4678.72,0.05,13334.35,1913.35
O011986,2023-03-28,C03846,P0168,3,5220.21,0.2,12528.5,3948.5
O011987,2024-12-07,C03703,P0299,4,5336.86,0.0,21347.44,9983.44
O011988,2023-12-14,C00854,P0388,1,8210.72,0.2,6568.58,1680.58
O011989,2023-01-01,C00466,P0099,2,7043.54,0.0,14087.08,6019.08
O011990,2024-10-18,C04315,P0289,3,5790.03,0.2,13896.07,3609.07
O011991,2024-11-08,C00335,P0157,3,4451.96,0.05,12688.09,6010.09
O011992,2024-10-30,C04162,P0174,5,4801.99,0.1,21608.96,2718.96
O011993,2024-12-29,C04455,P0290,2,592.94,0.0,1185.88,491.88
O011994,2024-10-01,C02053,P0253,5,5839.93,0.0,29199.65,12204.65
O011995,2024-07-04,C04171,P0020,5,511.76,0.2,2047.04,422.04
O011996,2023-01-23,C02000,P0288,1,835.5,0.05,793.72,267.72
O011997,2023-04-21,C03628,P0462,1,6937.27,0.0,6937.27,2797.27
O011998,2023-04-27,C02028,P0348,3,2542.32,0.05,7245.61,1878.61
O011999,2023-03-22,C02078,P0371,4,5515.71,0.0,22062.84,9474.84
O012000,2023-11-05,C04953,P0233,3,5720.18,0.0,17160.54,3834.54
O012001,2024-02-21,C00640,P0110,5,1651.42,0.0,8257.1,3152.1
O012002,2023-05-30,C01836,P0059,3,4330.77,0.15,11043.46,3540.46
O012003,2024-07-14,C03034,P0276,1,7825.62,0.2,6260.5,1667.5
O012004,2023-07-15,C01283,P0004,2,2495.15,0.15,4241.76,1315.76
O012005,2024-10-25,C04549,P0113,4,8765.75,0.05,33309.85,13973.85
O012006,2024-04-11,C03893,P0127,5,447.16,0.2,1788.64,658.64
O012007,2023-02-22,C00035,P0238,2,1044.52,0.05,1984.59,590.59
O012008,2024-12-05,C00519,P0328,3,5854.14,0.15,14928.06,3243.06
O012009,2024-03-11,C01799,P0120,4,3229.14,0.0,12916.56,5296.56
O012010,2023-05-26,C04902,P0245,4,994.1,0.0,3976.4,1944.4
O012011,2023-11-15,C03371,P0067,4,6118.35,0.2,19578.72,6378.72
O012012,2023-08-22,C03443,P0488,3,5318.72,0.0,15956.16,6911.16
O012013,2024-04-06,C01394,P0259,1,3783.54,0.2,3026.83,467.83
O012014,2023-09-12,C01755,P0164,2,3964.33,0.05,7532.23,2090.23
